"ID","ILI","popstat"
"3640A",306,296290
"3640C",1531,122528
"3641A",182,302377
"3641C",390,108553
"3650A",11,74449
"3650C",30,29973
"3660A",202,238505
"3660C",221,97061
"3661A",37,80136
"3661C",49,34930
"3662A",118,192033
"3662C",109,69957
"3667A",84,61083
"3667C",227,26927
"3670A",17,83559
"3670C",50,40888
"3680A",101,90563
"3680C",353,41798
"3681A",114,298480
"3681C",64,116938
"3683A",27,41989
"3683C",59,18245
"3684A",19,35143
"3684C",110,16264
"3685A",27,143417
"3685C",361,48351
"3686A",25,35038
"3686C",77,17822
"3687A",61,68434
"3687C",128,31869
"3688A",35,81059
"3688C",74,35951
"3689A",24,36589
"3689C",69,16544
"3700A",66,337301
"3700C",237,137800
"3703A",18,142024
"3703C",96,63314
"3704A",112,201410
"3704C",988,87057
"3705A",520,313314
"3705C",1459,145224
"3706A",59,134505
"3706C",122,57917
"3707A",176,185496
"3707C",277,78694
"3708A",252,202268
"3708C",142,83228
"3710A",57,90440
"3710C",36,40708
"3711A",178,151549
"3711C",49,65496
"3712A",192,171337
"3712C",380,79989
"3713A",20,106044
"3713C",261,47552
"3714A",18,99099
"3714C",117,42478
"3717A",7,59438
"3717C",22,26183
"3718A",23,65811
"3718C",122,27969
"3725A",20,51197
"3725C",28,19711
"3730A",447,316286
"3730C",856,131492
"3731A",546,333075
"3731C",565,124511
"3734A",39,42902
"3734C",58,18175
"3735A",79,109256
"3735C",158,47902
"3737A",158,53592
"3737C",203,22038
"3738A",11,15353
"3738C",10,6327
"3740A",315,276115
"3740C",951,119239
"3741A",141,233462
"3741C",718,86019
"3743A",102,63707
"3743C",393,27292
"3744A",92,108920
"3744C",145,48287
"3745A",19,45989
"3745C",153,18801
"3748A",148,97726
"3748C",205,42625
"3750A",1876,975162
"3750C",2881,375575
"3751A",472,335898
"3751C",621,152678
"3752A",713,762737
"3752C",1060,274490
"3754A",143,158180
"3754C",120,68174
"3755A",122,67602
"3755C",220,26935
"3756A",121,165033
"3756C",96,72186
"3757A",152,156952
"3757C",191,68310
"3758A",94,68974
"3758C",96,22639
"3759A",53,129694
"3759C",29,55423
"3760A",1198,571426
"3760C",2175,230123
"3761A",786,440659
"3761C",1101,179967
"3762A",372,165106
"3762C",798,66429
"3763A",75,93144
"3763C",56,41054
"3764A",48,68836
"3764C",80,30098
"3765A",162,225406
"3765C",673,94273
"3766A",87,78541
"3766C",132,35673
"3767A",33,84035
"3767C",33,38011
"3770A",929,1547347
"3770C",5286,609000
"3773A",711,433598
"3773C",4066,187950
"3774A",437,379757
"3774C",2264,177145
"3775A",542,550224
"3775C",1278,234258
"3776A",180,144064
"3776C",163,63579
"3778A",219,145057
"3778C",406,60393
"3779A",101,84117
"3779C",189,38445
"3780A",119,224191
"3780C",308,116228
"3781A",173,165506
"3781C",273,71117
"3782A",518,736344
"3782C",1050,317653
"3783A",114,122818
"3783C",200,60327
"3784A",58,154731
"3784C",205,66168
"3785A",234,498903
"3785C",410,291960
"3786A",456,322505
"3786C",1201,134326
"3787A",591,524659
"3787C",1500,164112
"3789A",58,32296
"3789C",110,14364
"3790A",59,109894
"3790C",92,54673
"3791A",162,110638
"3791C",216,46726
"3797A",143,178905
"3797C",701,88333
"3799A",169,336511
"3799C",164,169903
"3800A",298,409672
"3800C",1346,158326
"3801A",352,320959
"3801C",1333,127499
"3802A",414,568938
"3802C",831,176743
"3803A",17,79007
"3803C",69,22216
"3804A",178,130213
"3804C",301,39413
"3805A",238,237181
"3805C",227,89831
"3806A",91,106402
"3806C",103,48080
"3808A",16,54525
"3808C",58,23606
"3809A",151,268728
"3809C",385,104865
"3810A",96,113398
"3810C",110,46672
"3811A",45,36499
"3811C",170,16833
"3820A",89,66929
"3820C",215,24135
"3836A",56,176549
"3836C",62,80134
"3837A",66,138226
"3837C",56,50241
"3838A",54,120816
"3838C",59,49077
"3840A",124,492825
"3840C",204,278280
"3841A",82,321913
"3841C",91,123930
"3850A",302,727447
"3850C",518,296900
"3852A",423,812567
"3852C",709,308536
"3853A",160,437772
"3853C",318,191905
"3856A",43,111725
"3856C",64,51214
"3857A",163,455867
"3857C",263,176121
"3880A",97,121520
"3880C",199,60955
"3890A",98,234186
"3890C",84,93465
"3891A",258,652121
"3891C",397,222372
"3900A",795,1386010
"3900C",906,540729
"3902A",898,705856
"3902C",915,300396
"3903A",39,77337
"3903C",68,37519
"3905A",257,97073
"3905C",240,34594
"3906A",276,392013
"3906C",410,180751
"3907A",434,332077
"3907C",454,145825
"3908A",298,277641
"3908C",357,118652
"3910A",179,154880
"3910C",347,59697
"3911A",114,95703
"3911C",173,31239
"3912A",138,121312
"3912C",202,41027
"3913A",1090,717118
"3913C",1558,294050
"3914A",124,182905
"3914C",128,64739
"3915A",35,62764
"3915C",45,19255
"3917A",495,1046162
"3917C",678,480593
"3918A",33,50370
"3918C",40,15420
"3919A",76,264643
"3919C",112,109500
"3920A",268,640780
"3920C",679,261587
"3921A",324,737599
"3921C",335,253903
"3922A",114,308110
"3922C",195,142277
"3923A",314,463313
"3923C",406,248036
"3924A",61,122483
"3924C",51,69666
"3925A",353,495210
"3925C",685,263447
"3926A",925,714833
"3926C",1536,240461
"3927A",141,279220
"3927C",243,126480
"3928A",346,642462
"3928C",436,267489
"3930A",194,353980
"3930C",461,154253
"3931A",178,110768
"3931C",120,35819
"3932A",276,353892
"3932C",641,181380
"3933A",107,214099
"3933C",62,110910
"3934A",261,246276
"3934C",329,102689
"3935A",177,237007
"3935C",249,123789
"3936A",190,255338
"3936C",285,133732
"3937A",173,267163
"3937C",277,139596
"3939A",140,216346
"3939C",248,89754
"3940A",330,490460
"3940C",658,143688
"3941A",188,528286
"3941C",308,98727
"3944A",40,76669
"3944C",140,20951
"3945A",601,1233056
"3945C",1191,464256
"3946A",120,248059
"3946C",213,85964
"3948A",37,93584
"3948C",34,37929
"3949A",300,227135
"3949C",418,69783
"3950A",279,469555
"3950C",305,170253
"3951A",235,569915
"3951C",271,206279
"3952A",173,230615
"3952C",242,116959
"3953A",783,458890
"3953C",1221,231670
"3954A",163,267976
"3954C",142,102456
"3955A",40,90742
"3955C",48,31683
"3956A",308,568923
"3956C",477,235460
"3957A",70,101850
"3957C",101,45723
"3958A",319,408541
"3958C",254,174978
"3959A",99,247139
"3959C",260,109655
"3960A",19,145444
"3960C",26,62256
"3967A",49,469195
"3967C",12,182960
"3970A",223,387532
"3970C",450,152609
"3971A",87,158158
"3971C",157,64067
"3972A",336,476140
"3972C",419,145297
"3973A",162,296452
"3973C",253,119819
"3974A",192,284902
"3974C",298,106108
"3975A",74,135516
"3975C",110,54150
"3977A",223,93630
"3977C",120,36974
"3978A",18,72484
"3978C",9,31320
"3980A",797,703544
"3980C",517,258409
"3981A",635,520439
"3981C",412,127870
"3982A",156,433668
"3982C",198,176570
"3983A",171,350015
"3983C",122,142758
"3984A",108,223802
"3984C",36,86516
"3985A",43,222787
"3985C",73,90302
"3986A",169,275915
"3986C",179,115670
"3988A",57,102226
"3988C",87,47913
"3990A",20,60955
"3990C",51,27798
"3991A",45,61259
"3991C",89,25012
"3992A",61,178359
"3992C",80,69466
"3993A",88,150564
"3993C",117,73011
"3997A",81,68392
"3997C",152,31874
"3999A",18,12680
"3999C",26,5450
"4010A",405,252416
"4010C",432,95555
"4013A",53,46667
"4013C",21,16716
"4014A",332,115368
"4014C",361,45773
"4015A",253,196918
"4015C",659,77097
"4016A",186,99436
"4016C",223,38353
"4018A",621,385424
"4018C",1685,151374
"4019A",157,262028
"4019C",125,93469
"4021A",448,768601
"4021C",870,209223
"4024A",306,229113
"4024C",388,70612
"4030A",916,213139
"4030C",1415,86571
"4034A",230,45115
"4034C",233,18101
"4037A",145,41583
"4037C",213,15379
"4038A",454,172361
"4038C",970,62716
"4042A",47,93863
"4042C",36,35196
"4057A",165,45769
"4057C",119,17296
"4060A",428,359727
"4060C",177,129942
"4062A",70,87627
"4062C",41,34729
"4063A",52,144053
"4063C",55,52384
"4064A",881,382737
"4064C",727,140006
"4065A",380,154122
"4065C",91,58566
"4066A",290,123353
"4066C",124,50755
"4067A",143,176403
"4067C",35,68328
"4068A",299,248626
"4068C",521,96759
"4070A",2296,949233
"4070C",1595,313080
"4071A",188,227172
"4071C",234,86564
"4073A",133,145138
"4073C",233,48571
"4074A",691,246259
"4074C",438,95277
"4075A",245,113148
"4075C",192,45022
"4076A",517,266894
"4076C",406,92635
"4077A",272,335385
"4077C",208,130819
"4078A",1115,203355
"4078C",802,77107
"4079A",592,138003
"4079C",610,50360
"4080A",431,610859
"4080C",429,233184
"4081A",34,85701
"4081C",23,39289
"4083A",56,124912
"4083C",53,47721
"4085A",195,161795
"4085C",97,61240
"4086A",41,152440
"4086C",43,54308
"4087A",181,201602
"4087C",680,77837
"4088A",1253,488800
"4088C",860,173065
"4100A",1082,941387
"4100C",544,203229
"4103A",512,259352
"4103C",316,96038
"4104A",407,736427
"4104C",331,326942
"4105A",686,345542
"4105C",1199,134476
"4107A",138,123444
"4107C",31,45176
"4109A",282,269105
"4109C",1305,117175
"4110A",315,126772
"4110C",478,47507
"4112A",1055,1385156
"4112C",805,536634
"4113A",763,683993
"4113C",375,194846
"4114A",368,425990
"4114C",164,157758
"4115A",404,389386
"4115C",460,147968
"4117A",1354,849426
"4117C",1906,328765
"4118A",46,38887
"4118C",91,13845
"4119A",94,127517
"4119C",193,47638
"4120A",220,172726
"4120C",240,67036
"4121A",96,148026
"4121C",93,55864
"4123A",352,81921
"4123C",339,31774
"4125A",190,240442
"4125C",247,95401
"4130A",102,206567
"4130C",466,82803
"4131A",25,97445
"4131C",93,40767
"4132A",223,120632
"4132C",303,49408
"4150A",556,239526
"4150C",659,86126
"4151A",363,197628
"4151C",382,71314
"4152A",491,390477
"4152C",568,130611
"4153A",51,95320
"4153C",144,34005
"4154A",59,82145
"4154C",53,29051
"4155A",71,48581
"4155C",133,17090
"4156A",285,163088
"4156C",306,56362
"4157A",149,60961
"4157C",110,21892
"4160A",161,102791
"4160C",177,39384
"4161A",114,116202
"4161C",101,45540
"4162A",69,47841
"4162C",44,17990
"4163A",59,80685
"4163C",22,31795
"4164A",52,70658
"4164C",30,29700
"4165A",162,97347
"4165C",89,38370
"4170A",313,310647
"4170C",253,113838
"4172A",46,96809
"4172C",39,37544
"4173A",202,171420
"4173C",119,65185
"4175A",743,155674
"4175C",668,68960
"4176A",335,81175
"4176C",265,30793
"4178A",44,124204
"4178C",29,44868
"4180A",152,262605
"4180C",105,98128
"4183A",39,85951
"4183C",35,36552
"4186A",37,89398
"4186C",41,32099
"4187A",40,74273
"4187C",47,24901
"4189A",294,189633
"4189C",200,75093
"4190A",857,601699
"4190C",1178,230163
"4191A",456,804648
"4191C",429,318663
"4193A",198,214626
"4193C",162,88460
"4194A",400,264145
"4194C",387,92422
"4195A",88,109923
"4195C",102,41476
"4196A",42,102006
"4196C",101,41902
"4197A",127,168367
"4197C",250,65658
"4198A",50,119475
"4198C",103,42413
"4199A",345,158681
"4199C",118,61353
"4200A",232,341678
"4200C",289,100851
"4201A",327,387437
"4201C",750,146876
"4206A",742,166037
"4206C",1319,70139
"4207A",1159,545495
"4207C",1293,206922
"4208A",379,357575
"4208C",1213,133246
"4209A",169,169982
"4209C",498,55794
"4210A",961,388609
"4210C",1697,147229
"4211A",585,240994
"4211C",1025,92897
"4212A",1380,663888
"4212C",2044,246845
"4214A",95,51156
"4214C",294,16173
"4215A",150,55599
"4215C",244,19785
"4216A",250,82656
"4216C",200,31659
"4217A",1069,241915
"4217C",1074,94937
"4218A",232,89269
"4218C",157,31878
"4220A",280,260847
"4220C",883,85822
"4221A",211,230776
"4221C",449,87983
"4223A",246,197674
"4223C",189,48501
"4224A",225,93760
"4224C",313,38349
"4225A",229,87000
"4225C",243,36861
"4226A",222,86313
"4226C",366,32222
"4227A",122,37107
"4227C",76,14403
"4228A",205,82692
"4228C",184,31158
"4229A",788,128567
"4229C",478,45840
"4230A",433,106791
"4230C",362,39985
"4231A",718,170362
"4231C",577,67421
"4232A",679,291266
"4232C",420,100072
"4233A",224,134569
"4233C",117,55498
"4234A",309,312206
"4234C",212,121061
"4236A",663,223508
"4236C",564,87297
"4238A",468,177005
"4238C",201,66542
"4239A",345,54929
"4239C",342,20223
"4240A",232,192347
"4240C",139,65145
"4241A",146,123192
"4241C",127,42567
"4242A",367,106088
"4242C",522,34535
"4243A",121,85209
"4243C",105,27176
"4244A",169,75658
"4244C",221,26405
"4245A",683,196291
"4245C",519,73289
"4246A",217,39728
"4246C",611,12600
"4249A",123,28588
"4249C",102,9307
"4253A",104,64707
"4253C",70,20216
"4254A",124,80591
"4254C",134,29574
"4255A",99,77011
"4255C",69,27012
"4261A",126,70663
"4261C",110,25398
"4262A",21,43691
"4262C",24,15999
"4263A",198,46498
"4263C",300,16406
"4264A",118,28794
"4264C",146,10453
"4265A",164,92938
"4265C",111,29414
"4267A",76,26336
"4267C",127,10278
"4270A",402,152721
"4270C",422,54907
"4271A",211,126260
"4271C",110,44177
"4272A",852,295785
"4272C",1383,107097
"4273A",501,189001
"4273C",621,68262
"4275A",2674,503171
"4275C",3143,183581
"4276A",1215,238943
"4276C",1040,74676
"4277A",176,136171
"4277C",91,43618
"4278A",947,282515
"4278C",533,107774
"4279A",181,95492
"4279C",130,35970
"4280A",1228,321068
"4280C",1639,117271
"4281A",996,274795
"4281C",1418,104563
"4282A",919,394109
"4282C",554,130404
"4283A",1744,427748
"4283C",2868,171335
"4284A",1722,214610
"4284C",1554,72430
"4285A",690,246605
"4285C",754,90737
"4286A",1532,337041
"4286C",3918,117833
"4287A",1461,259233
"4287C",1556,88469
"4288A",488,60637
"4288C",234,18379
"4290A",1170,203332
"4290C",1551,80688
"4291A",905,194379
"4291C",1000,77733
"4292A",546,172547
"4292C",1082,62885
"4293A",1517,202151
"4293C",1699,76164
"4294A",1809,355826
"4294C",1745,139099
"4295A",1751,307660
"4295C",3204,113163
"4296A",2741,482827
"4296C",2890,178645
"4297A",1759,158720
"4297C",1963,62199
"4298A",312,114197
"4298C",378,44620
"4299A",342,92005
"4299C",484,35899
"4300A",2646,1173601
"4300C",3776,429580
"4301A",2178,552086
"4301C",2744,217591
"4302A",896,473665
"4302C",1619,196495
"4303A",614,559927
"4303C",523,160409
"4304A",237,112526
"4304C",283,47302
"4305A",558,286436
"4305C",453,106189
"4306A",373,192228
"4306C",341,70135
"4307A",670,182701
"4307C",704,69240
"4308A",127,85408
"4308C",211,38237
"4309A",176,112791
"4309C",197,44973
"4310A",583,270111
"4310C",684,107574
"4312A",131,88789
"4312C",288,36376
"4313A",78,95048
"4313C",198,41310
"4314A",34,122559
"4314C",24,46178
"4315A",272,164275
"4315C",285,67439
"4316A",129,94611
"4316C",77,38481
"4317A",591,198691
"4317C",899,85182
"4318A",44,40139
"4318C",49,16268
"4320A",411,267530
"4320C",363,100511
"4321A",332,223824
"4321C",328,76024
"4322A",900,481127
"4322C",1022,181991
"4324A",194,171271
"4324C",410,60485
"4325A",550,340204
"4325C",354,128222
"4326A",163,193368
"4326C",81,66633
"4327A",931,465673
"4327C",1331,173464
"4328A",899,455981
"4328C",676,160393
"4329A",244,275215
"4329C",278,99792
"4330A",498,834804
"4330C",3440,310587
"4331A",735,992567
"4331C",1483,346144
"4333A",313,419895
"4333C",1447,146391
"4334A",1135,633239
"4334C",2960,225114
"4335A",226,283188
"4335C",127,112161
"4336A",430,385487
"4336C",289,135082
"4337A",309,386602
"4337C",356,116928
"4338A",283,301005
"4338C",424,122696
"4339A",518,265848
"4339C",843,93669
"4341A",174,149726
"4341C",132,50428
"4342A",298,305892
"4342C",291,102316
"4344A",134,156924
"4344C",342,59451
"4346A",153,265437
"4346C",80,94273
"4347A",921,218316
"4347C",818,83114
"4349A",91,167312
"4349C",110,64310
"4350A",115,219322
"4350C",182,81718
"4351A",39,165480
"4351C",99,62409
"4354A",139,112585
"4354C",213,43177
"4355A",173,86084
"4355C",99,30721
"4356A",211,194471
"4356C",185,71950
"4359A",122,144466
"4359C",109,53160
"4360A",278,149359
"4360C",449,61041
"4361A",122,116459
"4361C",115,45293
"4362A",32,92166
"4362C",19,34044
"4365A",249,168951
"4365C",214,67828
"4366A",119,151591
"4366C",183,63266
"4367A",93,60623
"4367C",84,29013
"4368A",66,127147
"4368C",23,48227
"4370A",1846,431667
"4370C",3008,161305
"4371A",1046,283742
"4371C",1549,104769
"4372A",391,243931
"4372C",343,77250
"4373A",1516,288709
"4373C",1626,105676
"4374A",264,103601
"4374C",179,34600
"4376A",899,217076
"4376C",673,69814
"4377A",665,175666
"4377C",564,60202
"4378A",1044,260545
"4378C",805,91555
"4379A",534,202474
"4379C",653,67464
"4380A",366,201135
"4380C",352,77697
"4381A",302,424796
"4381C",315,176017
"4383A",1001,149048
"4383C",801,56571
"4384A",274,92557
"4384C",161,35449
"4385A",427,113178
"4385C",410,40357
"4386A",505,193474
"4386C",414,81181
"4388A",271,133547
"4388C",513,53957
"4390A",45,141238
"4390C",47,61129
"4395A",298,209161
"4395C",226,83678
"4400A",468,120331
"4400C",365,46030
"4401A",133,77716
"4401C",82,31398
"4402A",1553,386295
"4402C",735,136251
"4403A",50,172236
"4403C",58,64498
"4404A",269,97865
"4404C",263,34831
"4407A",30,54933
"4407C",51,20929
"4409A",38,41825
"4409C",41,16079
"4410A",1092,251436
"4410C",1018,96989
"4411A",266,74558
"4411C",162,26579
"4412A",40,28435
"4412C",30,10339
"4420A",162,118449
"4420C",117,41144
"4421A",505,106260
"4421C",615,39272
"4422A",144,83061
"4422C",247,32400
"4425A",214,37964
"4425C",427,13640
"4427A",124,90241
"4427C",234,34329
"4430A",720,379594
"4430C",773,149224
"4431A",442,203297
"4431C",344,77469
"4432A",590,441123
"4432C",596,150836
"4433A",242,96171
"4433C",166,38017
"4434A",99,89971
"4434C",96,35015
"4435A",371,153488
"4435C",382,63998
"4436A",515,197626
"4436C",424,78292
"4437A",172,100278
"4437C",458,41128
"4440A",658,450357
"4440C",1495,175984
"4441A",1150,694044
"4441C",2097,267935
"4442A",879,297090
"4442C",942,116116
"4443A",458,155730
"4443C",121,58108
"4444A",450,192169
"4444C",300,72068
"4445A",173,91179
"4445C",121,34293
"4446A",251,233353
"4446C",177,97542
"4448A",353,180914
"4448C",328,75069
"4450A",837,292636
"4450C",937,117287
"4451A",465,172974
"4451C",720,72236
"4452A",628,452190
"4452C",744,174080
"4453A",446,258457
"4453C",472,103147
"4454A",534,269714
"4454C",619,101018
"4456A",155,183522
"4456C",137,70179
"4458A",747,194347
"4458C",682,82783
"4460A",767,238680
"4460C",703,97952
"4461A",723,260252
"4461C",763,104375
"4462A",1289,497618
"4462C",739,180531
"4463A",1177,340369
"4463C",824,130811
"4464A",253,77722
"4464C",101,34117
"4465A",136,242849
"4465C",88,106131
"4467A",328,170370
"4467C",210,74407
"4468A",618,161737
"4468C",264,65130
"4469A",190,169039
"4469C",242,67596
"4470A",119,59783
"4470C",207,25292
"4471A",491,151058
"4471C",232,55677
"4472A",414,108111
"4472C",337,42488
"4473A",253,173037
"4473C",445,66676
"4474A",432,143423
"4474C",427,52075
"4475A",171,82981
"4475C",122,34295
"4476A",43,66175
"4476C",81,26462
"4478A",312,98457
"4478C",260,36794
"4479A",153,159648
"4479C",206,62013
"4480A",1461,632559
"4480C",1743,219366
"4481A",1213,867386
"4481C",1799,318419
"4482A",717,614661
"4482C",600,283252
"4483A",587,543367
"4483C",613,200374
"4484A",710,250018
"4484C",548,99906
"4485A",315,114986
"4485C",165,50732
"4486A",723,219615
"4486C",656,89903
"4487A",211,113529
"4487C",157,43940
"4488A",722,340034
"4488C",684,136154
"4489A",288,93700
"4489C",401,33005
"4490A",1943,405352
"4490C",1950,163806
"4491A",302,59209
"4491C",247,22663
"4492A",584,192189
"4492C",592,77003
"4493A",778,156904
"4493C",593,71343
"4494A",1436,291437
"4494C",938,128469
"4495A",1000,233795
"4495C",719,93315
"4496A",1155,137924
"4496C",712,54915
"4498A",228,98669
"4498C",215,36116
"4499A",177,42366
"4499C",276,16550
"4500A",34,109939
"4500C",109,41962
"4501A",69,82418
"4501C",115,34708
"4502A",70,106386
"4502C",103,41491
"4506A",29,84929
"4506C",29,35406
"4510A",353,42578
"4510C",466,19996
"4511A",456,46666
"4511C",555,19182
"4512A",241,20471
"4512C",284,10007
"4513A",161,24183
"4513C",187,9583
"4514A",187,23339
"4514C",153,10701
"4515A",87,75880
"4515C",140,31393
"4520A",182,70067
"4520C",212,30112
"4523A",149,72681
"4523C",151,30548
"4524A",104,72909
"4524C",150,26998
"4526A",94,57015
"4526C",82,22124
"4530A",366,328831
"4530C",491,132395
"4531A",258,359943
"4531C",470,137469
"4535A",180,273897
"4535C",170,109884
"4540A",73,71416
"4540C",70,28954
"4541A",136,124542
"4541C",92,52211
"4542A",232,68131
"4542C",165,26874
"4543A",112,101152
"4543C",65,37358
"4544A",611,203188
"4544C",481,84484
"4548A",183,93343
"4548C",201,37227
"4549A",50,251042
"4549C",19,98211
"4550A",75,325840
"4550C",97,141569
"4551A",49,428607
"4551C",99,166041
"4553A",188,480275
"4553C",235,201080
"4554A",277,589783
"4554C",495,190579
"4561A",104,44220
"4561C",152,20024
"4570A",182,84627
"4570C",228,36198
"4572A",261,34230
"4572C",414,15867
"4600A",990,881823
"4600C",1221,357303
"4601A",936,777146
"4601C",1075,299535
"4604A",1095,729355
"4604C",1000,302378
"4605A",532,492286
"4605C",887,199640
"4606A",1029,1663654
"4606C",704,603823
